name,country,height_cm,weight_kg,age,birthdate,singles_rank_current,singles_rank_highest,doubles_rank_current,doubles_rank_highest,sex,plays
Aksyonov Alexander,Ukraine,,,41,28. 1. 1985,-,1589,-,658,man,right
Mjeshtri Elbi,Albania,,,25,22. 7. 2000,,,,,man,right
Coria Federico,Argentina,180,73,34,9. 3. 1992,537,49,-,91,man,right
Abzhan Aldiyar,Kazakhstan,,,,,,,,,man,right
Ang Geraldine,Singapore,,,28,31. 10. 1997,,,,,woman,right
Kudermetova Veronika,Russia,175,63,28,24. 4. 1997,56,9,6,2,woman,right
Ognenovska Dragana,North Macedonia,,,43,24. 1. 1983,-,829,,,woman,right
Boshoff Chandre,RSA,,,,,,,,,woman,right
Barritza Karen,Denmark,,,33,3. 7. 1992,-,396,-,365,woman,right
Ouzilou Hugo,Switzerland,,,22,6. 7. 2003,1827,1715,1904,1881,man,right
Nwokolo Ebolum Pastor,Trinidad,,,,,,,,,man,right
Kessler McCartney,USA,,,26,8. 7. 1999,51,30,64,47,woman,right
Kostandini Jorxhilda,Albania,,,37,3. 6. 1988,,,,,woman,right
Amangazhiyeva Danaiya,Kazakhstan,,,18,1. 1. 2008,,,,,woman,right
Mensik Jakub,Czech Republic,,,20,1. 9. 2005,12,12,581,271,man,right
Bermudez Erick,Venezuela,,,34,17. 10. 1991,-,1422,,,man,right
Popovic Karla,Croatia,,,30,5. 9. 1995,1003,531,-,762,woman,right
Faisal Mariam,Jordan,,,,,,,,,woman,right
Cotto Juan Carlos,Puerto Rico,,,38,4. 11. 1987,,,,,man,right
Koning Sylvia,El Salvador,,,70,28. 1. 1956,,,,,woman,right
Nodarse Darvois Yisel,Cuba,,,33,3. 1. 1993,,,,,woman,right
Coulibaly Dieudonne,Ivory Coast,,,49,24. 9. 1976,,,,,man,right
McHenry Chloe,Bahrain,,,,,,,,,woman,
Brzov Marko,North Macedonia,,,37,21. 2. 1989,,,,,man,right
Peralta Jose Carlos,Panama,,,33,1. 1. 1993,,,,,man,right
Kelebeile Kagiso,Botswana,,,40,12. 3. 1986,-,1862,,,man,right
Postolka Roman,Czech Republic,,,26,7. 4. 1999,1759,1556,-,1210,man,right
Basson Megan,RSA,,,23,16. 5. 2002,-,1173,,,woman,right
Roman Rafael,El Salvador,,,41,8. 7. 1984,,,,,man,right
Walton Adam,Australia,185,76,26,17. 4. 1999,91,74,267,134,man,right
Narmont Helena,Estonia,,,25,21. 1. 2001,-,1166,-,1165,woman,right
Oringa David,Uganda,,,32,9. 10. 1993,-,1494,,,man,right
Genov Anthony,Bulgaria,,,24,2. 3. 2002,2105,1269,245,233,man,left
Yang Xiaoyin,China,,,22,1. 1. 2004,1327,1325,2121,1998,man,right
Agra Amorim Gabriela,Portugal,,,,,,,,,woman,right
Ortiz Garcia Jorge Isaias,Puerto Rico,,,,,,,,,man,
Pons David,Andorra,,,58,25. 6. 1967,,,-,1270,man,right
Ochieng Dennis,Kenya,,,34,24. 2. 1992,,,,,man,right
Alvarez Guillermo,Colombia,,,35,4. 4. 1990,,,,,man,right
Atkinson Cody,New Zealand,,,,,,,2460,2436,man,right
Abouelseoud Engy,Egypt,,,24,31. 1. 2002,,,,,woman,right
Candelier Abby,Dominican Rep.,,,21,1. 1. 2005,,,,,woman,right
Alzate Juliana,Colombia,,,36,26. 5. 1989,,,,,woman,right
Elorrieta Flores Carmen Fernanda,Peru,,,30,7. 3. 1996,,,,,woman,right
Tomai Carla,Portugal,,,21,1. 1. 2005,1366,1358,1766,1766,woman,right
Msine Hadassah Grace,Kenya,,,18,1. 1. 2008,,,,,woman,right
Flores Ruiz Gabriel,Puerto Rico,,,34,18. 2. 1992,,,,,man,right
Lhuillier Stephan,Philippines,,,25,2. 5. 2000,,,,,man,right
Cha Yeon Joo,South Korea,,,,,,,,,woman,right
Bilic Lea,Croatia,,,21,1. 1. 2005,,,,,woman,right
Cservenyak Victoria,Hungary,,,43,25. 5. 1982,,,-,824,woman,right
Berkieta Tomasz,Poland,,,19,21. 7. 2006,507,504,641,619,man,right
De Beer Amaury,Mauritius,173,53,26,30. 3. 1999,,,-,1761,man,right
Alonso Abraham,Peru,,,39,17. 3. 1986,,,,,man,right
Lynn-Browne Ella,Ireland,,,25,13. 5. 2000,,,,,woman,right
Perper Alexandra,Moldavsko,,,34,29. 7. 1991,-,406,-,385,woman,right
Lazarenko Kateryna,Ukraine,,,,,708,633,821,821,woman,right
Bascome Janson,Bermuda,,,46,19. 11. 1979,,,,,man,right
Andriienko Andreii,Ukraine,,,35,4. 4. 1990,,,,,man,right
Csoregi Ilka,Hungary,,,29,12. 4. 1996,-,714,-,547,woman,right
Figueiredo Siena Sousa,Mozambique,,,17,1. 1. 2009,,,,,woman,right
Vallet Mathieu,Mauritius,,,37,16. 10. 1988,,,,,man,right
Abelevich Tom,Israel,,,27,8. 2. 1999,,,,,man,right
Gadamauri Tamila,Belgium,,,,,577,575,696,696,woman,right
Fumi Benjamin,Ghana,,,30,29. 12. 1995,,,-,1643,man,right
Glushkova Denislava,Bulgaria,,,22,8. 1. 2004,392,357,887,558,woman,right
Alarcon Bernal Thiany Nahomy,Colombia,,,18,1. 1. 2008,,,,,woman,right
Barragan Juan Francisco,Ecuador,,,43,27. 12. 1982,-,1312,-,1005,man,right
Acosta David,Colombia,,,38,15. 6. 1987,,,,,man,right
Solih Aminath Maleela,Maldives,,,39,24. 11. 1986,,,,,woman,right
Crespo Ramon,Panama,,,35,22. 3. 1990,,,,,man,right
Acosta Monica,Paraguay,,,43,8. 2. 1983,-,674,-,502,woman,right
Eala Michael Francis,Philippines,,,,,-,1475,-,1729,man,right
Supova Kali,Slovakia,,,,,1207,1189,1386,1329,woman,right
Schenekenberg Gabriel,Brazil,,,,,1275,1262,1162,1162,man,right
Tomegah Sisu-Makena,Ghana,,,19,1. 1. 2007,,,,,woman,right
Zaki Ahmed,Egypt,,,,,2050,1807,,,man,right
Delaney Jesse,Australia,,,27,14. 11. 1998,930,833,422,245,man,right
Bidan Zaki,Lebanon,,,29,4. 10. 1996,,,,,man,right
Breaz Alesia,Romania,,,19,1. 1. 2007,963,963,709,709,woman,right
Amankeldi Ademi,Kazakhstan,,,20,1. 1. 2006,,,,,woman,right
Antila Veli-Pekka,Finland,,,50,11. 3. 1976,-,1316,-,989,man,right
Tan Tammy,Singapore,,,24,18. 8. 2001,-,847,-,940,woman,right
Helmi Olga,Denmark,,,25,27. 3. 2000,948,375,-,534,woman,right
Masalles Vanessa,Dominican Rep.,,,39,10. 6. 1986,,,,,woman,right
Mundi Marcel,Cameroon,,,,,,,,,man,
Han Seon Yong,South Korea,180,86,25,18. 1. 2001,2105,1093,1369,617,man,right
Gutierrez Flavia,Bolivia,,,26,23. 3. 1999,,,,,woman,right
Purevdorj Undrakh,Mongolia,,,20,1. 1. 2006,,,,,man,right
Begovic Vedran,Bosnia and Herzeg.,,,36,3. 9. 1989,-,1648,,,man,right
Cano Patricia,Peru,,,,,,,,,woman,right
Governatori Clement,Monaco,,,23,1. 1. 2003,,,,,man,right
Homutova Anastasija,Latvia,,,29,29. 10. 1996,-,1106,,,woman,right
Britos Jazmin,Paraguay,,,33,19. 2. 1993,-,962,-,642,woman,right
Byrne Liam,Ireland,,,36,25. 9. 1989,,,,,man,right
Balac Jovan,Serbia,,,20,1. 1. 2006,,,,,man,right
Al Rushaid Yousef,Kuwait,,,40,6. 7. 1985,,,,,man,right
Ren Yufei,China,,,,,415,415,461,459,woman,right
Benavides Jaramillo Isabella,Colombia,,,21,1. 1. 2005,,,,,woman,right
Aziz Oumaima,Morocco,,,25,7. 3. 2001,,,-,943,woman,right
Breuss Julia,Austria,,,35,9. 11. 1990,,,,,woman,right
Osman Hosam,Sudan,,,38,5. 8. 1987,,,,,man,right
Kremer Gilles,Luxembourg,,,44,15. 7. 1981,-,864,-,457,man,right
Espinoza Leslie,Peru,,,30,25. 6. 1995,,,,,woman,right
Chen Chin-Li,Thailand,,,51,17. 6. 1974,,,-,978,woman,right
Estable Julieta Lara,Argentina,,,28,15. 7. 1997,904,297,1042,378,woman,right
Squarcialupi Gaia,Italy,,,28,23. 10. 1997,907,627,879,762,woman,right
Poplin Hailey,Laos,,,,,,,,,woman,
Alipieva Simone,Denmark,,,28,10. 1. 1998,,,,,woman,right
Antoniuk Mariia,Ukraine,,,28,28. 10. 1997,,,,,woman,right
Stirbu Calin Teodor,Romania,,,20,4. 3. 2006,2105,1194,2055,1515,man,right
Mitten Nigel,Cayman Islands,,,46,10. 4. 1979,-,1183,-,1436,man,right
Meligeni Rodrigues Alves Felipe,Brazil,185,78,28,19. 2. 1998,248,117,436,74,man,right
Aguilar Cardozo Joaquin,Uruguay,,,20,8. 4. 2005,,,,,man,right
De La Vega Jorge Miguel,Guatemala,,,36,30. 10. 1989,,,,,man,right
Arango Andrea,Colombia,,,33,15. 12. 1992,,,,,woman,right
Juszczak Pawel,Poland,178,70,32,22. 2. 1994,1369,395,-,638,man,right
Svrcina Dalibor,Czech Republic,178,68,23,2. 10. 2002,109,86,508,276,man,right
Lai Shareen,Malaysia,,,48,28. 12. 1977,,,-,738,woman,right
Jans Jarno,Netherlands,,,25,7. 6. 2000,1329,792,214,214,man,right
Chogsomjav Martaa,Mongolia,,,19,1. 1. 2007,,,,,woman,right
Odongo Marie-Noel,Congo,,,24,25. 12. 2001,,,,,woman,right
Agori Patrick,Nigeria,,,40,1. 11. 1985,,,,,man,right
Perez Alfredo,USA,,,28,22. 5. 1997,410,315,282,182,man,right
Bruckner Barbara,Austria,,,38,6. 2. 1988,,,,,woman,right
An Duck-Hwan,South Korea,,,45,6. 9. 1980,-,1129,-,1149,man,right
Ugo Carabelli Camilo,Argentina,185,83,26,17. 6. 1999,67,43,194,193,man,right
Martinov Melisa,Moldavsko,,,31,5. 9. 1994,,,,,woman,right
Amzoiu Andrei,Romania,,,35,2. 5. 1990,,,,,man,right
Brich Ksenia,Belarus,,,23,3. 5. 2002,,,,,woman,right
Mogilevsky David,Kyrgyzstan,,,17,1. 1. 2009,,,,,man,right
Dapkute Iveta,Lithuania,,,33,29. 1. 1993,786,728,541,472,woman,right
Binko Thomas,Denmark,,,42,14. 10. 1983,,,,,man,right
Rinaldo Persson Kajsa,Sweden,,,28,11. 11. 1997,254,246,1002,532,woman,right
Tanuma Ryota,Japan,180,64,30,22. 9. 1995,1157,518,1555,497,man,right
Ahuja-Aguilar Alejandro,Mexico,,,39,10. 8. 1986,,,,,man,right
Shakaryan Aren,Armenia,,,19,1. 1. 2007,,,,,man,right
Anavatan Melih,Turkey,,,20,1. 1. 2006,1428,1419,1082,1076,man,right
Antillon Alan,Guatemala,,,40,29. 3. 1985,,,,,man,right
Williford Kelly,Dominican Rep.,,,,,-,1070,-,598,woman,right
Alayli Karim,Lebanon,,,42,24. 4. 1983,-,861,-,929,man,right
Fejzula Igor,Yugoslavia,,,44,11. 9. 1981,-,724,-,686,man,right
Bellalouna Mohamed Ali,Tunisia,,,26,15. 6. 1999,-,1639,-,1454,man,right
Bagaric Antonija,Croatia,,,37,22. 5. 1988,,,,,woman,right
Beltran Arratia Sofia,Chile,,,,,,,,,woman,right
Bardzin Artsiom,Belarus,,,25,16. 10. 2000,-,1780,-,1952,man,right
Golenko Kira,Latvia,,,34,6. 4. 1991,,,,,woman,right
Melikov Nazim,Azerbaijan,,,17,1. 1. 2009,,,,,man,right
Arkoun Djazil,Algeria,,,44,24. 6. 1981,,,-,1534,man,right
Alexis Love-Star,Canada,,,25,11. 3. 2001,-,1240,-,1397,woman,right
Pigato Lisa,Italy,,,22,21. 6. 2003,198,191,292,187,woman,right
Tse Elyse,New Zealand,,,,,932,907,462,462,woman,right
Basile David,Belgium,,,50,31. 8. 1975,-,1076,-,354,man,right
Arcila Daniella,Puerto Rico,,,31,28. 11. 1994,,,,,woman,right
Copas Ruth,Ireland,,,29,29. 12. 1996,,,,,woman,right
Aktas Yigit,Turkey,,,27,23. 11. 1998,,,,,man,right
Dadakhodjaeva Kamila,Uzbekistan,,,42,6. 10. 1983,,,,,woman,right
Tangane Tshepang,Botswana,,,41,1. 1. 1985,,,,,man,right
Koenig Simon,Mauritius,,,37,19. 3. 1988,,,,,man,right
Bruyns Jessica,RSA,,,25,14. 9. 2000,,,,,woman,right
Klaassen Stian,Netherlands,,,22,19. 4. 2003,1146,1068,995,952,man,right
Chen Lu-Ling,Chinese Taipei,,,38,3. 1. 1988,-,623,,,woman,right
Beviz Lujza,Hungary,,,,,,,,,woman,right
Pitel Alexandru,Moldavia,,,41,7. 12. 1984,,,,,man,right
Triska Julia,Monaco,,,24,13. 4. 2001,,,,,woman,right
De Silva Dinara,Sri Lanka,,,,,,,,,woman,right
Ramos Maykayla C,Virgin Islands,,,,,,,,,woman,right
Alves Rodrigo (2005),Portugal,,,21,1. 1. 2005,,,,,man,right
Gliga Alexandru,Moldavsko,,,,,,,,,man,
Helgo Maren,Norway,,,29,3. 3. 1997,,,,,woman,right
Bara Irina,Romania,164,80,30,18. 3. 1995,413,104,174,56,woman,right
Balkovic Miroslav,Slovakia,,,41,10. 7. 1984,,,,,man,right
Habibi Ameshi Negar,Iran,,,34,3. 3. 1992,,,,,woman,left
Desaubin Reese,Mauritius,,,19,1. 1. 2007,,,,,woman,right
Balogianis Giorgos,Greece,,,40,19. 3. 1985,,,,,man,right
Abbassi Victoria,Sweden,,,38,14. 2. 1988,,,,,woman,right
Chong Dorothy,Malaysia,,,34,20. 9. 1991,,,,,woman,right
Ben Ezzedine Meriem,Tunisia,,,,,,,,,woman,right
Celedinas Mindaugas,Lithuania,,,37,23. 1. 1989,,,,,man,right
Avendano Suarez Kristopher Brando,Ecuador,,,28,23. 11. 1997,,,,,man,right
Calzi Raphael,Luxembourg,,,28,16. 7. 1997,-,1655,-,500,man,right
Flores Jose (1996),El Salvador,,,30,1. 1. 1996,,,,,man,right
Orashev Arslan,Turkmenistan,170,71,26,4. 3. 2000,,,,,man,right
Hachem Maher,Senegal,,,32,19. 7. 1993,,,,,man,right
Aviles Lorena,Ecuador,,,35,20. 1. 1991,,,,,woman,right
Henbla Haitem,Libya,,,38,31. 7. 1987,,,,,man,right
Singye Dorji Tenzin,Bhutan,,,25,1. 1. 2001,,,,,man,right
Ngo Hungthuan,Viet Nam,,,23,16. 12. 2002,,,,,man,right
Bahodyrova Laylo,Uzbekistan,,,27,23. 1. 1999,-,1022,-,936,woman,right
Casanova Hernan,Argentina,178,76,32,6. 2. 1994,408,221,547,160,man,right
Kvich Aleksandr,Estonia,,,31,23. 12. 1994,,,,,man,right
Tran Demi,Netherlands,,,,,691,619,338,338,woman,right
Mi Lan,China,,,,,651,643,636,624,woman,right
Naklo Thasaporn,Thailand,,,24,20. 8. 2001,644,332,561,349,woman,right
Hietaniemi Anni,Finland,,,41,27. 2. 1985,,,,,woman,right
Cheng Rosie,New Zealand,,,27,1. 8. 1998,,,,,woman,right
Garces Rodrigo,Guatemala,,,50,10. 2. 1976,,,,,man,right
Avetisyan Mikayel,Armenia,,,30,3. 2. 1996,-,1663,,,man,right
Baba-Aissa Rachid,Algeria,,,42,8. 8. 1983,,,,,man,right
Al Emadi Abdullah,Qatar,,,39,21. 6. 1986,,,,,man,right
Sinnen Meshal,Sri Lanka,,,36,29. 1. 1990,,,,,man,right
Boisson Lois,France,,,22,16. 5. 2003,37,34,1256,1044,woman,right
Dalbak Kristoffer,Norway,,,22,1. 1. 2004,,,,,man,right
Plugariov Evghenii,Moldavsko,,,45,2. 7. 1980,-,873,-,912,man,right
Bennaton Guillermo Alfonso,Honduras,,,21,1. 1. 2005,,,,,man,right
Bouhaddou Abdelkrim,Algeria,,,55,7. 2. 1971,,,,,man,right
Mayot Harold,France,178,71,24,4. 2. 2002,178,103,284,255,man,right
Vander Stichele Elisabeth,Luxembourg,,,,,,,,,woman,right
Diallo Seydou,Mali,,,30,27. 11. 1995,-,1315,-,1383,man,right
Mandlik Elizabeth,USA,,,24,19. 5. 2001,170,97,666,187,woman,right
Abdel-Rahman Mohamed,Egypt,,,43,1. 4. 1982,,,,,man,right
Zanellato Nicolas,Brazil,,,24,22. 1. 2002,904,458,903,784,man,right
Chang Kyung-Mi,South Korea,,,44,25. 2. 1982,-,254,-,195,woman,right
Aguiar Carlos,Chile,,,,,,,,,man,
Solheim Fredrik Krogh,Norway,,,,,2198,1851,1093,1088,man,right
Bole Mark,Slovenia,,,22,1. 1. 2004,,,,,man,right
Bernard Luka,Slovenia,,,44,25. 11. 1981,-,1351,,,man,right
Barun Bozo,Croatia,,,,,-,1216,-,929,man,right
Dhaif Yousif,Bahrain,,,24,17. 6. 2001,,,,,man,right
Johnson Sofia,Great Britain,,,,,927,927,-,882,woman,right
Anusiewicz Kinga,Poland,,,32,3. 10. 1993,,,,,woman,right
Paszun Amelia,Poland,,,19,1. 1. 2007,977,972,992,992,woman,right
Altmann David,Austria,,,31,21. 8. 1994,,,,,man,right
Gutierrez Esteban,Panama,,,24,1. 8. 2001,,,,,man,right
Wamukowa Maurice,Kenya,,,40,25. 2. 1986,,,,,man,right
Maduabuchukwu Tatyana,Bahamas,,,,,,,,,woman,
Podhajecka Dominika,Poland,,,,,1400,1349,704,699,woman,right
Archila Fernando,Venezuela,,,34,21. 7. 1991,,,,,man,right
Benko Maren,Austria,,,25,2. 11. 2000,,,,,woman,right
Anzari Tomas,Czech Republic,,,55,24. 6. 1970,-,721,-,99,man,right
Changawa Juma,Kenya,,,37,15. 3. 1988,,,,,man,right
Donkor Isaac,Ghana,,,54,17. 7. 1971,-,1452,,,man,right
Arnautovic Larisa,Australia,,,21,1. 1. 2005,1483,1463,,,woman,right
Nitture Akanksha Dileep,India,,,23,8. 3. 2003,910,725,813,637,woman,right
Tran Tuyet Minh,Viet Nam,,,43,8. 6. 1982,,,,,woman,right
Ansah Jacob,Ghana,,,31,2. 4. 1994,,,,,man,right
Andrejic Stefan,Austria,,,26,4. 6. 1999,,,,,man,right
Bek Josipa,Croatia,,,38,27. 1. 1988,-,564,-,277,woman,right
Arendar Roman,Cuba,,,26,13. 3. 2000,,,,,man,right
Koppel Mihkel,Estonia,,,40,27. 9. 1985,,,,,man,right
De Krom Michiel,Netherlands,,,27,27. 6. 1998,758,437,924,326,man,right
Chang Chen,Chinese Taipei,,,28,9. 10. 1997,,,,,man,right
Anisic Stjepan,Croatia,,,,,,,,,man,right
Chanbubpha Songrit David,Thailand,,,,,,,,,man,right
Berjane Rachida,Morocco,,,24,25. 5. 2001,,,,,woman,right
Liutarevich Ivan,Belarus,,,30,20. 2. 1996,1656,692,123,114,man,right
Nijkamp Rose Marie,Netherlands,,,20,3. 2. 2006,696,682,615,563,woman,right
Arsic Niksa,Serbia,,,,,-,1797,,,man,right
Shin Sanhui,South Korea,180,75,28,18. 3. 1997,350,347,644,408,man,right
Danielyan Arman,Armenia,,,31,23. 3. 1994,,,,,man,right
Aplienz Philip,Austria,,,28,17. 11. 1997,-,1580,,,man,right
Jarry Fillol Diego,Chile,,,23,1. 1. 2003,1462,1446,1649,1423,man,right
Dekmeijere Liga,Latvia,171,65,42,21. 5. 1983,-,293,-,54,woman,right
Diaz Cabrera Paula Estefania,Venezuela,,,31,27. 2. 1995,,,,,woman,right
Bouabdallah Fatima Zohra,Algeria,,,36,27. 4. 1989,-,1084,,,woman,right
Burasais Abdulmalek,Saudi Arabia,,,34,1. 11. 1991,,,-,1401,man,right
Perez Contri Sergi,Spain,,,28,20. 1. 1998,578,486,1241,480,man,left
Fernandez Yanisleidis,Cuba,,,36,11. 1. 1990,,,,,woman,right
Rafidison Alexis,Madagascar,,,45,19. 3. 1980,,,-,1170,man,right
Al Wassia Ahmed,Saudi Arabia,,,40,20. 11. 1985,,,,,man,right
Senthil Kumar Rethin Pranav,India,,,,,2050,1380,2460,2274,man,right
Annaciri Manal,Morocco,,,21,20. 1. 2005,,,,,woman,right
Burtrtur Mohamed,Lebanon,,,37,1. 1. 1989,,,,,man,right
Andres Alejandro,Venezuela,,,51,12. 2. 1975,,,,,man,right
Shah Jinal,Kenya,,,39,13. 10. 1986,,,,,man,right
D'Oliveira Eden,RSA,,,35,7. 2. 1991,-,1082,-,714,woman,right
Berecz Boglarka,Hungary,,,42,16. 7. 1983,-,829,-,909,woman,right
Weedon Kirsten-Andrea,Guatemala,,,37,18. 2. 1989,-,608,-,634,woman,right
Burmistrau Artsiom,Belarus,,,41,12. 2. 1985,,,,,man,right
Arefeyeva Tetyana,Ukraine,,,35,9. 3. 1991,-,241,-,182,woman,right
Kalsarieva Aibika,Kyrgyzstan,,,41,9. 6. 1984,,,,,woman,right
Vicini Domenico,San Marino,188,80,54,1. 9. 1971,,,-,652,man,right
Almattar Ali,Bahrain,,,,,,,,,man,
Buyuklianova Nelli,Kyrgyzstan,,,32,5. 11. 1993,,,,,woman,right
Gutierrez Lucia,Bolivia,,,27,15. 7. 1998,,,,,woman,right
Isroilov Sunatullo,Tajikistan,,,,,,,,,man,
Aravis Andreas (2000),Cyprus,,,25,20. 9. 2000,,,,,man,right
Yesypchuk Daria,Ukraine,,,21,1. 1. 2005,742,672,473,467,woman,right
Dheka Alexander Eric,Zimbabwe,,,41,25. 6. 1984,,,,,man,right
Al Wadaani Salem,Kuwait,,,39,15. 12. 1986,,,,,man,right
Dunia Leyla,Venezuela,,,35,19. 3. 1990,,,,,woman,right
Al Tubashy Mubarak,Qatar,,,43,3. 9. 1982,,,,,man,right
Hagi Naomi,Hong Kong,,,19,1. 1. 2007,,,,,woman,right
Vives Marcos Pedro,Spain,,,24,13. 4. 2001,525,463,490,474,man,right
Noureldin Wael,Sudan,,,42,16. 10. 1983,,,,,man,right
Aleksic Bodin,Montenegro,,,,,,,,,man,
Appelqvist Michelle,Sweden,,,28,16. 12. 1997,,,,,woman,right
Herrmann Sina,Germany,,,24,24. 10. 2001,1031,424,-,666,woman,right
Donkor Alex,Ghana,,,43,8. 9. 1982,,,,,man,right
Shimizu Yuta,Japan,163,62,26,9. 6. 1999,360,181,200,143,man,left
Hietaranta Laura,Finland,,,22,2. 2. 2004,314,307,402,271,woman,right
Baychev Dimitar,Bulgaria,,,20,1. 1. 2006,,,,,man,right
Castro Zavala Valentina,Ecuador,,,20,1. 1. 2006,,,,,woman,right
Achurra Correa Leon,Chile,,,,,,,2543,2438,man,right
Rey Arletis,Cuba,,,35,2. 9. 1990,,,,,woman,right
Haseth Anna Sofia,Norway,,,21,30. 8. 2004,,,,,woman,right
Dastanka Mikita,Belarus,,,23,3. 10. 2002,,,,,man,right
Bunoyan Artak,Kazakhstan,,,18,1. 1. 2008,,,,,man,right
Alfalasi Majid,UAE,,,29,13. 4. 1996,,,,,man,right
Nahimana Sada,Burundi,,,24,21. 4. 2001,219,218,217,199,woman,right
Gravereaux Olivia,Hong Kong,,,52,27. 4. 1973,,,,,woman,right
Kabiljo Sasa,Yugoslavia,,,44,30. 1. 1982,,,,,man,right
Diaz de Vivar Rodrigo,Paraguay,,,45,24. 11. 1980,,,,,man,right
Amoranto Trudy-Gine,Philippines,,,35,8. 7. 1990,,,,,woman,right
Matsuoka Hayato,Japan,,,21,15. 1. 2005,368,360,946,941,man,right
Amiri Sara,Sweden,,,28,29. 4. 1997,,,,,woman,right
Alvestrand Patrik,Sweden,,,,,,,,,man,
Overbeck Carl Emil,Denmark,,,24,11. 8. 2001,486,486,449,449,man,right
Topchiyeva Sabina,Azerbaijan,,,34,29. 6. 1991,,,,,woman,right
Penafiel Emil Christian,Guam,,,30,30. 6. 1995,,,,,man,right
Marquez Luis (2004),Nicaragua,,,,,,,,,man,right
Ayari Mey,Tunisia,,,24,16. 10. 2001,,,,,woman,right
Djokovic Stefan,Montenegro,,,,,,,,,man,right
Konov Samuil,Bulgaria,,,23,7. 12. 2002,2105,1529,1512,1405,man,right
Aguilar Laura-Alicia,Mexico,,,35,18. 8. 1990,-,934,-,838,woman,right
Kinoshita Hayu,Japan,,,,,414,414,415,411,woman,right
Hafez Hannah,Denmark,,,,,,,,,woman,right
Peyrot Daniela,Uruguay,,,44,8. 5. 1981,-,787,-,635,woman,right
Zeljkovic Ilija,Yugoslavia,,,41,2. 10. 1984,,,,,man,right
Jorgensen Sebastian Grundtvig,Denmark,,,24,31. 3. 2001,1492,1405,967,955,man,right
Schinteie Gheorghe Claudiu,Romania,,,24,13. 3. 2002,1622,1590,866,813,man,right
Arbiza Torrens Carlos,Venezuela,,,32,13. 12. 1993,,,,,man,right
Bianco Megane,Switzerland,,,32,16. 2. 1994,,,,,woman,right
Kovacevic Aleksandar,USA,183,76,27,29. 8. 1998,72,54,580,254,man,right
Pisaric Aleksa,Serbia,,,20,4. 11. 2005,1634,962,1057,1018,man,right
Dvorackova Anna,Czech Republic,,,,,1271,1258,1396,1375,woman,right
Gustafsson Filip,Sweden,,,,,1306,1265,1617,1303,man,right
Zohourian Mehraneh,Iran,,,,,,,,,woman,right
Gonzalez Montserrat (1994),Paraguay,170,62,31,1. 7. 1994,-,150,-,170,woman,right
Demichelli Leticia,Uruguay,,,36,30. 5. 1989,,,,,woman,right
Ong Gareth,Singapore,,,21,6. 12. 2004,,,,,man,right
Achek Anis,Tunisia,,,51,7. 6. 1974,,,,,man,right
Brundukova Anastasia,Belarus,,,25,12. 8. 2000,,,,,woman,right
Datashvili Giorgi,Georgia,,,28,14. 8. 1997,,,,,man,right
Al-Zouman Fahed,Kuwait,,,28,26. 4. 1997,,,,,man,right
Mirzaei Niayesh,Iran,,,,,,,,,woman,
Damas Miguel,Spain,,,26,21. 12. 1999,278,278,1357,767,man,right
Etcheverry Tomas Martin,Argentina,196,82,26,18. 7. 1999,31,27,195,181,man,right
Lopez Morillo Imanol,Spain,,,26,18. 11. 1999,630,470,784,390,man,right
Ban Lav,Croatia,,,19,1. 1. 2007,,,,,man,right
Brumen Ajda,Slovenia,,,40,22. 7. 1985,-,720,-,741,woman,right
Montsi Khololwam,RSA,,,23,20. 11. 2002,1313,601,1171,1046,man,right
Bajsic Leo Giulia,Croatia,,,,,,,,,woman,right
Tomase Elza,Latvia,,,,,935,926,595,583,woman,right
Llompart Alex,Puerto Rico,,,35,11. 5. 1990,-,725,-,232,man,right
Baartvedt Mathilde,Norway,,,32,27. 4. 1993,,,,,woman,right
Menzel Piccioli Thomas Enrique,Chile,,,,,2176,2016,,,man,right
Drozdowski Thiago,Paraguay,,,,,,,,,man,right
Rajabalieva Saiyora,Tajikistan,,,,,,,,,woman,right
Fabrizi Laura,Venezuela,,,27,1. 3. 1999,,,,,woman,right
Zafirovska Zara,North Macedonia,,,19,1. 1. 2007,,,,,woman,right
Saw Jo-Leen,Malaysia,,,,,,,,,woman,right
Etty Edward,Netherlands,,,24,14. 9. 2001,1940,1933,2106,2029,man,right
Anonsen Kelsey,Canada,,,36,21. 12. 1989,,,,,woman,right
Mshanga Frank,Tanzania,,,27,1. 1. 1999,,,,,man,right
Spathari Ivo,Albania,,,33,29. 5. 1992,,,,,man,right
Bartel Karla,Germany,,,19,1. 1. 2007,1168,1159,1138,1133,woman,right
Kahiga Benson Mugo,Kenya,,,41,7. 1. 1985,,,,,man,right
Alsayed Talal,Bahrain,,,16,1. 1. 2010,,,,,man,right
Robledo Hoyos Pablo,Colombia,,,,,1940,1772,1170,1164,man,right
Turcanu Valeria,Moldavsko,,,30,10. 9. 1995,,,,,woman,right
Gomez Pezuela Cano Marian,Mexico,,,24,24. 9. 2001,1151,1095,274,255,woman,right
De Silva Dinali Jr.,Sri Lanka,,,35,14. 3. 1990,,,,,woman,right
Danilova Olga,Cyprus,,,19,1. 1. 2007,1170,1165,893,885,woman,right
Dubovik Volha,Belarus,,,41,15. 4. 1984,,,-,872,woman,right
Yaneva Elizara,Bulgaria,,,18,21. 3. 2007,258,228,686,686,woman,right
